"5","T","700010000","2","半切","4","ﾊﾝｾﾂ","6","1","枚","1","122.00","0","1","00","00","1","139.00","0","0","0","0","0","0","","894000","0","20160401","00000000","99999999","3","1","0","","","","フィルム・半切"
"5","T","700020000","7","半切（２分割）","4","ﾊﾝｾﾂ","6","1","枚","1","122.00","0","1","00","00","1","139.00","0","0","0","0","0","0","","895000","0","20160401","00000000","99999999","3","1","0","","","","フィルム・半切（２分割）"
"5","T","700030000","2","大角","5","ﾀﾞｲｶｸ","6","1","枚","1","116.00","0","1","00","00","1","117.00","0","0","0","0","0","0","","896000","0","20160401","00000000","99999999","3","2","0","","","","フィルム・大角"
"5","T","700040000","7","大角（２分割）","5","ﾀﾞｲｶｸ","6","1","枚","1","116.00","0","1","00","00","1","117.00","0","0","0","0","0","0","","897000","0","20160401","00000000","99999999","3","2","0","","","","フィルム・大角（２分割）"
"5","T","700050000","4","大四ツ切","8","ﾀﾞｲ4ﾂｷﾞﾘ","6","1","枚","1","81.00","0","1","00","00","1","85.00","0","0","0","0","0","0","","898000","0","20160401","00000000","99999999","3","3","0","","","","フィルム・大四ツ切"
"5","T","700060000","9","大四ツ切（２分割）","8","ﾀﾞｲ4ﾂｷﾞﾘ","6","1","枚","1","81.00","0","1","00","00","1","85.00","0","0","0","0","0","0","","899000","0","20160401","00000000","99999999","3","3","0","","","","フィルム・大四ツ切（２分割）"
"5","T","700070000","9","大四ツ切（４分割）","8","ﾀﾞｲ4ﾂｷﾞﾘ","6","1","枚","1","81.00","0","1","00","00","1","85.00","0","0","0","0","0","0","","900000","0","20160401","00000000","99999999","3","3","0","","","","フィルム・大四ツ切（４分割）"
"5","T","700080000","3","四ツ切","5","4ﾂｷﾞﾘ","6","1","枚","1","64.00","0","1","00","00","1","65.00","0","0","0","0","0","0","","901000","0","20160401","00000000","99999999","3","4","0","","","","フィルム・四ツ切"
"5","T","700090000","8","四ツ切（２分割）","5","4ﾂｷﾞﾘ","6","1","枚","1","64.00","0","1","00","00","1","65.00","0","0","0","0","0","0","","902000","0","20160401","00000000","99999999","3","4","0","","","","フィルム・四ツ切（２分割）"
"5","T","700100000","8","四ツ切（４分割）","5","4ﾂｷﾞﾘ","6","1","枚","1","64.00","0","1","00","00","1","65.00","0","0","0","0","0","0","","903000","0","20160401","00000000","99999999","3","4","0","","","","フィルム・四ツ切（４分割）"
"5","T","700110000","3","六ツ切","5","6ﾂｷﾞﾘ","6","1","枚","1","51.00","0","1","00","00","1","53.00","0","0","0","0","0","0","","904000","0","20160401","00000000","99999999","3","5","0","","","","フィルム・六ツ切"
"5","T","700120000","8","六ツ切（２分割）","5","6ﾂｷﾞﾘ","6","1","枚","1","51.00","0","1","00","00","1","53.00","0","0","0","0","0","0","","905000","0","20160401","00000000","99999999","3","5","0","","","","フィルム・六ツ切（２分割）"
"5","T","700130000","8","六ツ切（４分割）","5","6ﾂｷﾞﾘ","6","1","枚","1","51.00","0","1","00","00","1","53.00","0","0","0","0","0","0","","906000","0","20160401","00000000","99999999","3","5","0","","","","フィルム・六ツ切（４分割）"
"0","T","700140000","3","八ツ切","5","8ﾂｷﾞﾘ","6","1","枚","1","48.00","0","1","00","00","1","48.00","0","0","0","0","0","0","","907000","0","20160401","00000000","99999999","3","6","0","","","","フィルム・八ツ切"
"0","T","700150000","8","八ツ切（２分割）","5","8ﾂｷﾞﾘ","6","1","枚","1","48.00","0","1","00","00","1","48.00","0","0","0","0","0","0","","908000","0","20160401","00000000","99999999","3","6","0","","","","フィルム・八ツ切（２分割）"
"5","T","700160000","3","カビネ","4","ｶﾋﾞﾈ","6","1","枚","1","37.00","0","1","00","00","1","42.00","0","0","0","0","0","0","","909000","0","20160401","00000000","99999999","3","7","0","","","","フィルム・カビネ"
"0","T","700180000","8","標準型（３×４）","10","ﾋｮｳｼﾞｭﾝｶﾞﾀ","6","1","枚","1","28.00","0","1","00","00","1","28.00","0","0","0","0","0","0","","913000","0","20160401","00000000","99999999","3","11","0","","","","フィルム・標準型（３ｃｍ×４ｃｍ）"
"5","T","700190000","27","咬合型（５．７×７．６、５．５×７．５又は５．４×７）","8","ｺｳｺﾞｳｶﾞﾀ","6","1","枚","1","36.00","0","1","00","00","1","39.00","0","0","0","0","0","0","","914000","0","20160401","00000000","99999999","3","12","0","","","","フィルム・咬合型（５．７ｃｍ×７．６ｃｍ、５．５ｃｍ×７．５ｃｍ又は５．４ｃｍ×７ｃｍ）"
