,,111000110,,初診料,,,,,
,,111000370,,乳幼児加算（初診）,,,,,
,,111000470,,乳幼児育児栄養指導料,,,,,
,,111000570,,時間外加算（初診）,,,,,
,,111000670,,休日加算（初診）,,,,,
,,111000770,,深夜加算（初診）,,,,,
,,111000870,,時間外特例医療機関加算（初診）,,,,,
,,111010770,,乳幼児時間外特例医療機関加算（初診）（小児科外来診療料）,,,,,
,,111011570,,乳幼児夜間加算（小児科初診）,,,,,
,,111011670,,乳幼児休日加算（小児科初診）,,,,,
,,111011770,,乳幼児深夜加算（小児科初診）,,,,,
,,111011810,,初診料（同一日複数科受診時の２科目）,,,,,
,,111011970,,乳幼児時間外加算（初診）,,,,,
,,111012070,,乳幼児休日加算（初診）,,,,,
,,111012170,,乳幼児深夜加算（初診）,,,,,
,,111012270,,乳幼児時間外特例医療機関加算（初診）,,,,,
,,111012470,,夜間・早朝等加算（初診）,,,,,
,,111012510,,初診料（文書による紹介がない患者）,,,,,
,,111012610,,初診料（同一日複数科受診時の２科目・文書による紹介がない患者）,,,,,
,,111012710,,特定妥結率初診料,,,,,
,,111012810,,特定妥結率初診料（同一日複数科受診時の２科目）,,,,,
,,111013770,,機能強化加算（初診）,,,,,
,,111013850,,初診料（新型コロナウイルス感染症・診療報酬上臨時的取扱）,,,,,
,,111014170,,二類感染症患者入院診療加算（電話等初診料・診療報酬上臨時的取扱）,,,,,
,,111014210,,初診料（情報通信機器）,,,,,
,,111014310,,初診料（文書による紹介がない患者）（情報通信機器）,,,,,
,,111014410,,特定妥結率初診料（情報通信機器）,,,,,
,,111014510,,初診料（同一日複数科受診時の２科目）（情報通信機器）,,,,,
,,111014610,,初診料（同一日２科目・注２から４に規定する場合）（情報通信機器）,,,,,
,,111014710,,特定妥結率初診料（同一日複数科受診時の２科目）（情報通信機器）,,,,,
,,111014870,,外来感染対策向上加算（初診）,,,,,
,,111014970,,連携強化加算（初診）,,,,,
,,111015070,,サーベイランス強化加算（初診）,,,,,
,,111015370,,（選）病床数が２００以上の病院初診（２００点減算）,,,,,
,,111015470,,（選）病床数が２００以上の病院初診（１８６点減算）,,,,,
,,111015570,,（選）病床数が２００以上の病院初診（１４４点減算）,,,,,
,,111015670,,（選）病床数が２００以上の病院初診（１２５点減算）,,,,,
,,111015770,,（選）病床数が２００以上の病院初診（１０７点減算）,,,,,
,,111015870,,（選）病床数が２００以上の病院初診（９３点減算）,,,,,
,,111015970,,医療情報・システム基盤整備体制充実加算１（初診）,,,,,
,,111016070,,医療情報・システム基盤整備体制充実加算２（初診）,,,,,
,,111016150,,初診料（文書による紹介がない患者の場合）（初減）（特例）,,,,,
,,112000970,,乳幼児加算（再診）,,,,,
,,112001110,,時間外加算（再診）（入院外）,,,,,
,,112001210,,休日加算（再診）（入院外）,,,,,
,,112001310,,深夜加算（再診）（入院外）,,,,,
,,112001410,,時間外特例医療機関加算（再診）（入院外）,,,,,
,,112006070,,乳幼児時間外特例医療機関加算（再診）（小児科外来診療料）,,,,,
,,112006270,,乳幼児加算（外来診療料）,,,,,
,,112006470,,時間外加算（外来診療料）（入院外）,,,,,
,,112006570,,休日加算（外来診療料）（入院外）,,,,,
,,112006670,,深夜加算（外来診療料）（入院外）,,,,,
,,112006770,,時間外特例医療機関加算（外来診療料）（入院外）,,,,,
,,112007410,,再診料,,,,,
,,112007950,,電話等再診料,,,,,
,,112008350,,同日再診料,,,,,
,,112008850,,同日電話等再診料,,,,,
,,112011010,,外来管理加算,,,,,
,,112011310,,外来診療料,,,,,
,,112011710,,同日外来診療料,,,,,
,,112014170,,乳幼児夜間加算（小児科再診）（入院外）,,,,,
,,112014270,,乳幼児休日加算（小児科再診）（入院外）,,,,,
,,112014370,,乳幼児深夜加算（小児科再診）（入院外）,,,,,
,,112014470,,乳幼児夜間加算（小児科・外来診療料）（入院外）,,,,,
,,112014570,,乳幼児休日加算（小児科・外来診療料）（入院外）,,,,,
,,112014670,,乳幼児深夜加算（小児科・外来診療料）（入院外）,,,,,
,,112014770,,乳幼児時間外加算（再診）（入院外）,,,,,
,,112014870,,乳幼児休日加算（再診）（入院外）,,,,,
,,112014970,,乳幼児深夜加算（再診）（入院外）,,,,,
,,112015070,,乳幼児時間外特例医療機関加算（再診）（入院外）,,,,,
,,112015170,,乳幼児時間外加算（外来診療料）（入院外）,,,,,
,,112015270,,乳幼児休日加算（外来診療料）（入院外）,,,,,
