,,8,20,100323,,イ　歯周炎に対する歯の削合,,,0,0,0,0,0,0,0,0,,,,,,820100323
,,8,20,100324,,ロ　歯ぎしりに対する歯の削合,,,0,0,0,0,0,0,0,0,,,,,,820100324
,,8,20,100325,,ハ　過重圧を受ける歯の切縁、咬頭の過高部等の削合,,,0,0,0,0,0,0,0,0,,,,,,820100325
,,8,20,100326,,ニ　レスト製作のための削合,,,0,0,0,0,0,0,0,0,,,,,,820100326
,,8,20,100327,,ホ　咬合性外傷等を起こしている場合の歯冠形態修正,,,0,0,0,0,0,0,0,0,,,,,,820100327
,,8,20,100328,,残根削合,,,0,0,0,0,0,0,0,0,,,,,,820100328
,,8,20,100383,,傷病名と歯数不一致,,,0,0,0,0,0,0,0,0,,,,,,820100383
,,8,20,100771,,ヘ　矯正治療によるもの,,,0,0,0,0,0,0,0,0,,,,,,820100771
,,8,20,100772,,１回目（ＳＰＴ１）,,,0,0,0,0,0,0,0,0,,,,,,820100772
,,8,20,100773,,１回目（ＳＰＴ２）,,,0,0,0,0,0,0,0,0,,,,,,820100773
,,8,20,100774,,１回目（Ｐ重防）,,,0,0,0,0,0,0,0,0,,,,,,820100774
,,8,20,100777,,１回目（歯清）,,,0,0,0,0,0,0,0,0,,,,,,820100777
,,8,20,100780,,１回目（Ｆ局）,,,0,0,0,0,0,0,0,0,,,,,,820100780
,,8,20,190048,,１回目（補綴時診断料）,,,0,0,0,0,0,0,0,0,,,,,,820190048
,,8,30,100367,,特処１（処方）医科主病名；,,,0,0,0,0,0,0,0,0,,,,,,830100367
,,8,30,100368,,特処２（処方）医科主病名；,,,0,0,0,0,0,0,0,0,,,,,,830100368
,,8,30,100370,,特処１（処方箋料）医科主病名；,,,0,0,0,0,0,0,0,0,,,,,,830100370
,,8,30,100371,,特処２（処方箋料）医科主病名；,,,0,0,0,0,0,0,0,0,,,,,,830100371
,,8,30,100375,,咬合調整その他理由；,,,0,0,0,0,0,0,0,0,,,,,,830100375
,,8,30,100432,,歯科矯正連携保険医療機関名；,,,0,0,0,0,0,0,0,0,,,,,,830100432
