"0","T","700010000","2","半切","4","ﾊﾝｾﾂ","6","1","枚","1","120.00","0","1","00","00","1","120.00","0","0","0","0","0","0","","982000","0","20240601","00000000","99999999","3","1","0","","","","フィルム・半切","000"
"0","T","700020000","7","半切（２分割）","4","ﾊﾝｾﾂ","6","1","枚","1","120.00","0","1","00","00","1","120.00","0","0","0","0","0","0","","983000","0","20240601","00000000","99999999","3","1","0","","","","フィルム・半切（２分割）","000"
"0","T","700030000","2","大角","5","ﾀﾞｲｶｸ","6","1","枚","1","115.00","0","1","00","00","1","115.00","0","0","0","0","0","0","","984000","0","20240601","00000000","99999999","3","2","0","","","","フィルム・大角","000"
"0","T","700040000","7","大角（２分割）","5","ﾀﾞｲｶｸ","6","1","枚","1","115.00","0","1","00","00","1","115.00","0","0","0","0","0","0","","985000","0","20240601","00000000","99999999","3","2","0","","","","フィルム・大角（２分割）","000"
"0","T","700050000","4","大四ツ切","8","ﾀﾞｲ4ﾂｷﾞﾘ","6","1","枚","1","76.00","0","1","00","00","1","76.00","0","0","0","0","0","0","","986000","0","20240601","00000000","99999999","3","3","0","","","","フィルム・大四ツ切","000"
"0","T","700060000","9","大四ツ切（２分割）","8","ﾀﾞｲ4ﾂｷﾞﾘ","6","1","枚","1","76.00","0","1","00","00","1","76.00","0","0","0","0","0","0","","987000","0","20240601","00000000","99999999","3","3","0","","","","フィルム・大四ツ切（２分割）","000"
"0","T","700070000","9","大四ツ切（４分割）","8","ﾀﾞｲ4ﾂｷﾞﾘ","6","1","枚","1","76.00","0","1","00","00","1","76.00","0","0","0","0","0","0","","988000","0","20240601","00000000","99999999","3","3","0","","","","フィルム・大四ツ切（４分割）","000"
"0","T","700080000","3","四ツ切","5","4ﾂｷﾞﾘ","6","1","枚","1","62.00","0","1","00","00","1","62.00","0","0","0","0","0","0","","989000","0","20240601","00000000","99999999","3","4","0","","","","フィルム・四ツ切","000"
"0","T","700090000","8","四ツ切（２分割）","5","4ﾂｷﾞﾘ","6","1","枚","1","62.00","0","1","00","00","1","62.00","0","0","0","0","0","0","","990000","0","20240601","00000000","99999999","3","4","0","","","","フィルム・四ツ切（２分割）","000"
"0","T","700100000","8","四ツ切（４分割）","5","4ﾂｷﾞﾘ","6","1","枚","1","62.00","0","1","00","00","1","62.00","0","0","0","0","0","0","","991000","0","20240601","00000000","99999999","3","4","0","","","","フィルム・四ツ切（４分割）","000"
"0","T","700110000","3","六ツ切","5","6ﾂｷﾞﾘ","6","1","枚","1","48.00","0","1","00","00","1","48.00","0","0","0","0","0","0","","992000","0","20240601","00000000","99999999","3","5","0","","","","フィルム・六ツ切","000"
"0","T","700120000","8","六ツ切（２分割）","5","6ﾂｷﾞﾘ","6","1","枚","1","48.00","0","1","00","00","1","48.00","0","0","0","0","0","0","","993000","0","20240601","00000000","99999999","3","5","0","","","","フィルム・六ツ切（２分割）","000"
"0","T","700130000","8","六ツ切（４分割）","5","6ﾂｷﾞﾘ","6","1","枚","1","48.00","0","1","00","00","1","48.00","0","0","0","0","0","0","","994000","0","20240601","00000000","99999999","3","5","0","","","","フィルム・六ツ切（４分割）","000"
"0","T","700140000","3","八ツ切","5","8ﾂｷﾞﾘ","6","1","枚","1","46.00","0","1","00","00","1","46.00","0","0","0","0","0","0","","995000","0","20240601","00000000","99999999","3","6","0","","","","フィルム・八ツ切","000"
"0","T","700150000","8","八ツ切（２分割）","5","8ﾂｷﾞﾘ","6","1","枚","1","46.00","0","1","00","00","1","46.00","0","0","0","0","0","0","","996000","0","20240601","00000000","99999999","3","6","0","","","","フィルム・八ツ切（２分割）","000"
"0","T","700160000","3","カビネ","4","ｶﾋﾞﾈ","6","1","枚","1","38.00","0","1","00","00","1","38.00","0","0","0","0","0","0","","997000","0","20240601","00000000","99999999","3","7","0","","","","フィルム・カビネ","000"
