"3","Z","8282","","","5","・高分化型","","8","・コウブンカガタ","","0","0","20240601","","99999999","27002379","5AH1","A8000000"
"3","Z","8283","","","4","・多形型","","6","・タケイガタ","","0","0","20240601","","99999999","27002380","48U7","A8000000"
"3","Z","8284","","","5","・脱分化型","","8","・ダツブンカガタ","","0","0","20240601","","99999999","27002381","26T3","A8000000"
"3","Z","8285","","","5","・中分化型","","9","・チュウブンカガタ","","0","0","20240601","","99999999","27002382","27MQ","A8000000"
"3","Z","8286","","","5","・低分化型","","8","・テイブンカガタ","","0","0","20240601","","99999999","27002383","6QM8","A8000000"
"3","Z","8287","","","4","・粘液型","","7","・ネンエキガタ","","0","0","20240601","","99999999","27002384","57UD","A8000000"
"3","Z","8288","","","6","・粘液多形型","","10","・ネンエキタケイガタ","","0","0","20240601","","99999999","27002385","5K3J","A8000000"
"0","Z","8070","","","2","０期","","2","０キ","","0","0","20061001","","99999999","27001857","7572","A8000000"
"0","Z","8133","","","5","・１０カ月","","5","１０カゲツ","","0","0","20080101","","99999999","27001938","81KE","A8000000"
"0","Z","8156","","","3","１０型","","4","１０ガタ","","0","0","20150301","","99999999","27002118","3TMF","A8000000"
"0","Z","7082","","","3","１０週","","5","１０シュウ","","0","0","20030401","","99999999","27000040","5330","A7000000"
"0","Z","8088","","","4","・１０週","","5","１０シュウ","","0","0","20080101","","99999999","27001893","3NNV","A8000000"
"0","Z","8134","","","5","・１１カ月","","5","１１カゲツ","","0","0","20080101","","99999999","27001939","51QM","A8000000"
"0","Z","8157","","","3","１１型","","4","１１ガタ","","0","0","20150301","","99999999","27002119","0VUM","A8000000"
"0","Z","7083","","","3","１１週","","5","１１シュウ","","0","0","20030401","","99999999","27000041","5331","A7000000"
"0","Z","8089","","","4","・１１週","","5","１１シュウ","","0","0","20080101","","99999999","27001894","0D4J","A8000000"
"0","Z","8158","","","3","１２型","","4","１２ガタ","","0","0","20150301","","99999999","27002120","6BKT","A8000000"
"0","Z","7084","","","3","１２週","","5","１２シュウ","","0","0","20030401","","99999999","27000042","5332","A7000000"
"0","Z","8090","","","4","・１２週","","5","１２シュウ","","0","0","20080101","","99999999","27001895","3D9K","A8000000"
"0","Z","8159","","","3","１３型","","4","１３ガタ","","0","0","20150301","","99999999","27002121","21DR","A8000000"
"0","Z","7085","","","3","１３週","","5","１３シュウ","","0","0","20030401","","99999999","27000043","5333","A7000000"
"0","Z","8091","","","4","・１３週","","5","１３シュウ","","0","0","20080101","","99999999","27001896","00UM","A8000000"
"0","Z","8160","","","3","１４型","","4","１４ガタ","","0","0","20150301","","99999999","27002122","2E8M","A8000000"
"0","Z","8092","","","4","・１４週","","5","１４シュウ","","0","0","20080101","","99999999","27001897","3K86","A8000000"
"0","Z","7086","","","3","１４週","","5","１４シュウ","","0","0","20030401","","99999999","27000044","5334","A7000000"
"0","Z","8161","","","3","１５型","","4","１５ガタ","","0","0","20150301","","99999999","27002123","8UPL","A8000000"
"0","Z","7087","","","3","１５週","","5","１５シュウ","","0","0","20030401","","99999999","27000045","5335","A7000000"
"0","Z","8093","","","4","・１５週","","5","１５シュウ","","0","0","20080101","","99999999","27001898","7HM2","A8000000"
"0","Z","8162","","","3","１６型","","4","１６ガタ","","0","0","20150301","","99999999","27002124","6315","A8000000"
"0","Z","8094","","","4","・１６週","","5","１６シュウ","","0","0","20080101","","99999999","27001899","43B4","A8000000"
"0","Z","7088","","","3","１６週","","5","１６シュウ","","0","0","20030401","","99999999","27000046","5336","A7000000"
"0","Z","8163","","","3","１７型","","4","１７ガタ","","0","0","20150301","","99999999","27002125","7ULR","A8000000"
"0","Z","8095","","","4","・１７週","","5","１７シュウ","","0","0","20080101","","99999999","27001900","3FQP","A8000000"
"0","Z","7089","","","3","１７週","","5","１７シュウ","","0","0","20030401","","99999999","27000047","5337","A7000000"
"0","Z","8164","","","3","１８型","","4","１８ガタ","","0","0","20150301","","99999999","27002126","1NVM","A8000000"
"0","Z","8096","","","4","・１８週","","5","１８シュウ","","0","0","20080101","","99999999","27001901","9D0J","A8000000"
"0","Z","7090","","","3","１８週","","5","１８シュウ","","0","0","20030401","","99999999","27000048","5338","A7000000"
"0","Z","8165","","","3","１９型","","4","１９ガタ","","0","0","20150301","","99999999","27002127","6J15","A8000000"
"0","Z","7091","","","3","１９週","","5","１９シュウ","","0","0","20030401","","99999999","27000049","5339","A7000000"
"0","Z","8097","","","4","・１９週","","5","１９シュウ","","0","0","20080101","","99999999","27001902","9K38","A8000000"
"0","Z","8205","","","3","１Ａ型","","4","１Ａガタ","","0","0","20180101","","99999999","27002204","0PS8","A8000000"
"0","Z","8190","","","3","ＩＡ期","","3","１Ａキ","","0","0","20160601","20170601","99999999","27002180","5CBH","A8000000"
"0","Z","8206","","","3","１Ｂ型","","4","１Ｂガタ","","0","0","20180101","","99999999","27002205","4DE5","A8000000"
"0","Z","8191","","","3","ＩＢ期","","3","１Ｂキ","","0","0","20160601","20170601","99999999","27002181","593V","A8000000"
"0","Z","8207","","","3","１Ｃ型","","4","１Ｃガタ","","0","0","20180101","","99999999","27002206","6NCB","A8000000"
"0","Z","8192","","","3","ＩＣ期","","3","１Ｃキ","","0","0","20160601","20170601","99999999","27002182","4MN7","A8000000"
"0","Z","8208","","","3","１Ｄ型","","4","１Ｄガタ","","0","0","20180101","","99999999","27002207","151M","A8000000"
"0","Z","8209","","","3","１Ｅ型","","4","１Ｅガタ","","0","0","20180101","","99999999","27002208","7844","A8000000"
"0","Z","8210","","","3","１Ｆ型","","4","１Ｆガタ","","0","0","20180101","","99999999","27002209","573V","A8000000"
"0","Z","8211","","","3","１Ｇ型","","4","１Ｇガタ","","0","0","20180101","","99999999","27002210","1JKT","A8000000"
"0","Z","8212","","","3","１Ｈ型","","4","１Ｈガタ","","0","0","20180101","","99999999","27002211","84T0","A8000000"
"0","Z","8124","","","4","・１カ月","","4","１カゲツ","","0","0","20080101","","99999999","27001929","440F","A8000000"
"0","Z","8049","","","2","１型","","3","１ガタ","","0","0","","","99999999","27000006","6001","A8000000"
"0","Z","8074","","","2","Ｉ期","","2","１キ","","0","0","20061001","20080601","99999999","27001858","69BD","A8000000"
"0","Z","8079","","","3","・１週","","4","１シュウ","","0","0","20080101","","99999999","27001884","7655","A8000000"
"0","Z","7251","","","2","１週","","4","１シュウ","","0","0","20030401","","99999999","27001801","0FA6","A7000000"
"0","Z","8050","","","2","１度","","2","１ド","","0","0","","","99999999","27000007","4933","A8000000"
"0","Z","8166","","","3","２０型","","4","２０ガタ","","0","0","20150301","","99999999","27002128","098M","A8000000"
"0","Z","7092","","","3","２０週","","5","２０シュウ","","0","0","20030401","","99999999","27000050","5340","A7000000"
"0","Z","8098","","","4","・２０週","","5","２０シュウ","","0","0","20080101","","99999999","27001903","6RJN","A8000000"
"0","Z","8167","","","3","２１型","","4","２１ガタ","","0","0","20150301","","99999999","27002129","24UE","A8000000"
"0","Z","8099","","","4","・２１週","","5","２１シュウ","","0","0","20080101","","99999999","27001904","9VM7","A8000000"
"0","Z","7093","","","3","２１週","","5","２１シュウ","","0","0","20030401","","99999999","27000051","5341","A7000000"
"0","Z","8168","","","3","２２型","","4","２２ガタ","","0","0","20150301","","99999999","27002130","88QR","A8000000"
"0","Z","8100","","","4","・２２週","","5","２２シュウ","","0","0","20080101","","99999999","27001905","7264","A8000000"
"0","Z","7094","","","3","２２週","","5","２２シュウ","","0","0","20030401","","99999999","27000052","5342","A7000000"
"0","Z","8169","","","3","２３型","","4","２３ガタ","","0","0","20150301","","99999999","27002131","8FTU","A8000000"
"0","Z","7095","","","3","２３週","","5","２３シュウ","","0","0","20030401","","99999999","27000053","5343","A7000000"
"0","Z","8101","","","4","・２３週","","5","２３シュウ","","0","0","20080101","","99999999","27001906","3ME6","A8000000"
"0","Z","8170","","","3","２４型","","4","２４ガタ","","0","0","20150301","","99999999","27002132","1C66","A8000000"
"0","Z","8102","","","4","・２４週","","5","２４シュウ","","0","0","20080101","","99999999","27001907","3AQ6","A8000000"
